2026-02-14 14:15:15,SELL,NYC,25,76,-51
2026-02-14 14:15:15,SELL,Chicago,28,71,-43
2026-02-14 14:15:15,SELL,Seattle,24,68,-44
2026-02-14 14:15:15,SELL,Dallas,22,77,-55
2026-02-14 14:15:15,SELL,Miami,24,57,-33
2026-02-14 14:17:15,SELL,NYC,22,55,-33
2026-02-14 14:17:15,SELL,Chicago,21,70,-49
2026-02-14 14:17:15,SELL,Seattle,20,75,-55
2026-02-14 14:17:15,SELL,Atlanta,30,78,-48
2026-02-14 14:19:16,SELL,NYC,25,68,-43
2026-02-14 14:19:16,SELL,Chicago,23,62,-39
2026-02-14 14:19:16,SELL,Seattle,27,76,-49
2026-02-14 14:19:16,SELL,Dallas,32,66,-34
2026-02-14 14:19:16,SELL,Miami,23,66,-43
2026-02-14 14:21:17,SELL,NYC,20,58,-38
2026-02-14 14:21:17,SELL,Seattle,27,64,-37
2026-02-14 14:21:17,SELL,Atlanta,29,77,-48
2026-02-14 14:23:17,SELL,NYC,29,74,-45
2026-02-14 14:23:17,SELL,Seattle,32,76,-44
2026-02-14 14:23:17,SELL,Atlanta,31,68,-37
2026-02-14 14:23:17,SELL,Miami,21,77,-56
2026-02-14 14:25:18,SELL,NYC,29,62,-33
2026-02-14 14:25:18,SELL,Seattle,20,77,-57
2026-02-14 14:25:18,SELL,Dallas,26,71,-45
2026-02-14 14:25:18,SELL,Miami,30,63,-33
2026-02-14 14:27:19,SELL,Chicago,32,72,-40
2026-02-14 14:27:19,SELL,Seattle,21,60,-39
2026-02-14 14:27:19,SELL,Atlanta,27,62,-35
